;von;bis;;
Datum:;12.06.2022;12.06.2022;;
Enthalt Z;724;724;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1558.20;98.63 %;
Auslagen;;;19.00;1.20 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;2.60;0.16 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;19.00;1.20 %;
19.0%;;;738.10;46.80 %;
7.0%;;;820.10;52.00 %;
Total;;;1577.20;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;19.00;1.35 %;
19.0%;;;620.30;44.12 %;
7.0%;;;766.53;54.53 %;
Total;;;1405.83;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
19.0%;;;117.80;68.74 %;
7.0%;;;53.57;31.26 %;
Total;;;171.37;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;118;712.50;45.17 %;0.00
Maestro;;44;383.00;24.28 %;2.00
MasterCard;;16;127.10;8.06 %;0.60
Visa;;27;291.80;18.50 %;0.00
Visa Electron;;7;62.80;3.98 %;0.00
Total;;212;1577.20;100.00 %;2.60
;;;;
Umsatzdetails;;;;;
Emanuel;;;316.80;20.33 %;1.60
Laura;;;19.20;1.23 %;0.00
Lena R.;;;490.30;31.47 %;0.40
Lora;;;637.80;40.93 %;0.60
Raquel;;;94.10;6.04 %;0.00
Total;;;1558.20;100.00 %;2.60
;;;;
Stornos;;;;;
vertippt;;1;1.00;100.00 %;
Total;;1;1.00;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;212;1577.20;100.00 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;409;1090.70;69.15 %;;119;406.30;;290;684.40
Speisen;;95;323.00;20.48 %;;43;145.80;;52;177.20
Sonstiges;;10;163.50;10.37 %;;0;0.00;;10;163.50
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;148;387.00;24.54 %;;45;142.40;;103;244.60
Speisen;;95;323.00;20.48 %;;43;145.80;;52;177.20
Hafer;;111;317.00;20.10 %;;31;117.80;;80;199.20
Summer;;45;176.40;11.18 %;;19;75.40;;26;101.00
Röstkaffee;;9;151.00;9.57 %;;0;0.00;;9;151.00
Kaffee;;41;109.60;6.95 %;;11;33.40;;30;76.20
Non Kaffee;;63;99.70;6.32 %;;13;37.30;;50;62.40
Equipment_;;1;12.50;0.79 %;;0;0.00;;1;12.50
Decaf;;1;1.00;0.06 %;;0;0.00;;1;1.00
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Flat White auf Eis;0;38;159.60;10.12 %;;12;50.40;;26;109.20
Hafer Flat White auf Eis;0;35;147.00;9.32 %;;14;58.80;;21;88.20
Banana Bread;0;29;110.20;6.99 %;;14;53.20;;15;57.00
Cappuccino;0;30;102.00;6.47 %;;17;57.80;;13;44.20
Hafer Cappuccino;0;20;68.00;4.31 %;;6;20.40;;14;47.60
Espresso Tonic;0;16;67.20;4.26 %;;10;42.00;;6;25.20
Cold Brew;0;15;57.00;3.61 %;;5;19.00;;10;38.00
MIKOLAJ Limonade;0;15;57.00;3.61 %;;2;7.60;;13;49.40
Cappuccino groß;0;12;50.40;3.20 %;;3;12.60;;9;37.80
Kuchen Maple Carrot;0;10;48.00;3.04 %;;4;19.20;;6;28.80
Nitro Americano;0;13;46.80;2.97 %;;4;14.40;;9;32.40
Kanelbullar;0;14;44.80;2.84 %;;6;19.20;;8;25.60
Hafer Cappuccino Groß;0;10;42.00;2.66 %;;4;16.80;;6;25.20
CUERPO 1000g;0;1;34.00;2.16 %;;0;0.00;;1;34.00
Croissant;0;15;33.00;2.09 %;;6;13.20;;9;19.80
Apfelschorle;0;10;30.00;1.90 %;;6;18.00;;4;12.00
ReCup ausgeben ´;0;29;29.00;1.84 %;;1;1.00;;28;28.00
ReCup ausgeben*;0;27;27.00;1.71 %;;0;0.00;;27;27.00
Flat White;0;7;26.60;1.69 %;;2;7.60;;5;19.00
Lemon Poppy Cake;0;7;26.60;1.69 %;;2;7.60;;5;19.00
Pain au Chocolat;0;9;25.20;1.60 %;;6;16.80;;3;8.40
Granola;0;6;25.20;1.60 %;;3;12.60;;3;12.60
CABALLERO 250g;0;2;25.00;1.59 %;;0;0.00;;2;25.00
EL MORENO 500g;0;1;24.00;1.52 %;;0;0.00;;1;24.00
Hand Brew;0;5;23.00;1.46 %;;2;9.20;;3;13.80
Americano;0;8;22.40;1.42 %;;2;5.60;;6;16.80
Hafer Flat White;0;5;19.00;1.20 %;;4;15.20;;1;3.80
Filterkaffee;0;7;18.20;1.15 %;;3;7.80;;4;10.40
MUYU 500g;0;1;18.00;1.14 %;;0;0.00;;1;18.00
Caffé Latte;0;5;18.00;1.14 %;;3;10.80;;2;7.20
Hafer Caffè Latte;0;5;18.00;1.14 %;;1;3.60;;4;14.40
AYLA BOMBE 250g;0;1;15.50;0.98 %;;0;0.00;;1;15.50
EL MORENO 250g;0;1;12.50;0.79 %;;0;0.00;;1;12.50
BREW Buch;0;1;12.50;0.79 %;;0;0.00;;1;12.50
IZUBA 250g;0;1;12.50;0.79 %;;0;0.00;;1;12.50
Caffé Latte doppelt;0;3;12.00;0.76 %;;0;0.00;;3;12.00
Espresso Macchiato;0;5;12.00;0.76 %;;2;4.80;;3;7.20
Mineralwasser Sprudel;0;4;11.20;0.71 %;;2;5.60;;2;5.60
Cookie;0;5;10.00;0.63 %;;2;4.00;;3;6.00
MUYU 250g;0;1;9.50;0.60 %;;0;0.00;;1;9.50
Espresso Single;0;4;8.80;0.56 %;;0;0.00;;4;8.80
Mineralwasser Still;0;3;8.40;0.53 %;;2;5.60;;1;2.80
Coldbrew;0;2;7.60;0.48 %;;0;0.00;;2;7.60
Kinder Kakao;0;2;6.40;0.41 %;;1;3.20;;1;3.20
ReCup ausgeben;0;6;6.00;0.38 %;;0;0.00;;6;6.00
Espresso Doppio Macchiato;0;2;6.00;0.38 %;;2;6.00;;0;0.00
Nimbus Cocktail;0;1;5.40;0.34 %;;0;0.00;;1;5.40
ReCup ausgeben **;0;5;5.00;0.32 %;;0;0.00;;5;5.00
Lemon Verbena Tea;0;1;4.60;0.29 %;;0;0.00;;1;4.60
Kakao;0;1;4.00;0.25 %;;1;4.00;;0;0.00
Hafer Caffè Latte doppelt;0;1;4.00;0.25 %;;1;4.00;;0;0.00
Americano groß;0;1;3.00;0.19 %;;0;0.00;;1;3.00
Espresso Doppio;0;1;2.60;0.16 %;;0;0.00;;1;2.60
