;von;bis;;
Datum:;29.08.2020;29.08.2020;;
Enthalt Z;102;102;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;2006.70;99.55 %;
Auslagen;;;4.00;0.20 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;5.00;0.25 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;4.00;0.20 %;
5.0%;;;1707.60;84.93 %;
16.0%;;;299.10;14.88 %;
Total;;;2010.70;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;4.00;0.21 %;
5.0%;;;1626.41;86.13 %;
16.0%;;;257.95;13.66 %;
Total;;;1888.36;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;81.19;66.36 %;
16.0%;;;41.15;33.64 %;
Total;;;122.34;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;170;1265.20;62.92 %;0.00
Maestro;;32;482.60;24.00 %;5.00
MasterCard;;9;74.80;3.72 %;0.00
Mehrzweckgutschein;;1;3.80;0.19 %;0.00
Visa;;4;37.40;1.86 %;0.00
Visa Electron;;8;146.90;7.31 %;0.00
Total;;224;2010.70;100.00 %;5.00
;;;;
Umsatzdetails;;;;;
Clara;;;323.80;16.14 %;0.00
Mik;;;131.90;6.57 %;0.00
Moritz;;;546.20;27.22 %;0.00
Robin;;;205.30;10.23 %;0.00
Sebastian;;;140.80;7.02 %;0.00
Slobo;;;658.70;32.83 %;5.00
Total;;;2006.70;100.00 %;5.00
;;;;
Stornos;;;;;
vertippt;;1;3.20;100.00 %;
Total;;1;3.20;100.00 %;
;;;;
Rabatte;;;;;
Mik (50%);;1;12.50;13.97 %;
Slobo (50%);;1;22.50;25.14 %;
Moritz (50%);;2;54.50;60.89 %;
Total;;4;89.50;100.00 %;
;;;;
Tische;;;;;
Theke;;138;1128.80;56.14 %;
Tisch 1;;9;89.30;4.44 %;
Tisch 10;;7;57.10;2.84 %;
Tisch 11;;2;8.90;0.44 %;
Tisch 12;;6;66.10;3.29 %;
Tisch 13;;5;59.50;2.96 %;
Tisch 14;;5;41.60;2.07 %;
Tisch 15;;9;71.40;3.55 %;
Tisch 16;;2;14.50;0.72 %;
Tisch 2;;9;77.60;3.86 %;
Tisch 20;;6;46.40;2.31 %;
Tisch 3;;6;57.60;2.86 %;
Tisch 30;;3;26.20;1.30 %;
Tisch 31;;1;5.70;0.28 %;
Tisch 4;;7;141.60;7.04 %;
Tisch 5;;9;118.40;5.89 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;362;1073.50;53.39 %;;30;96.40;;332;977.10
Sonstiges;;53;588.00;29.24 %;;2;21.00;;51;567.00
Speisen;;100;349.20;17.37 %;;19;66.10;;81;283.10
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;233;815.50;40.56 %;;25;86.40;;208;729.10
Röstkaffee;;51;550.50;27.38 %;;2;21.00;;49;529.50
Speisen;;100;349.20;17.37 %;;19;66.10;;81;283.10
Kaffee;;102;184.00;9.15 %;;3;6.50;;99;177.50
Non Kaffee;;16;43.40;2.16 %;;2;3.50;;14;39.90
Equipment;;2;37.50;1.87 %;;0;0.00;;2;37.50
Sommer;;11;30.60;1.52 %;;0;0.00;;11;30.60
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;102;326.40;16.23 %;;12;38.40;;90;288.00
Flat White;0;48;182.40;9.07 %;;4;15.20;;44;167.20
Cappuccino groß;0;35;133.00;6.61 %;;2;7.60;;33;125.40
Kuchen Maple Carrot;0;26;124.80;6.21 %;;3;14.40;;23;110.40
Prima Estate 250g;0;13;123.50;6.14 %;;1;9.50;;12;114.00
Divers. Röstkaffee;0;7;115.50;5.74 %;;0;0.00;;7;115.50
Caffé Latte;0;25;87.50;4.35 %;;6;21.00;;19;66.50
Lua Clara 250g;0;8;74.75;3.72 %;;1;11.50;;7;63.25
El Moreno 250g;0;6;63.25;3.15 %;;0;0.00;;6;63.25
Croissant;0;27;54.00;2.69 %;;4;8.00;;23;46.00
Bumbogo 250g;0;5;54.00;2.69 %;;0;0.00;;5;54.00
Banana Bread PINE NUT;0;13;49.40;2.46 %;;1;3.80;;12;45.60
Pain au chocolat;0;17;47.60;2.37 %;;4;11.20;;13;36.40
Finca Isnul 250g;0;4;42.00;2.09 %;;0;0.00;;4;42.00
Granola COCOS;0;10;42.00;2.09 %;;6;25.20;;4;16.80
Kakao;0;12;42.00;2.09 %;;0;0.00;;12;42.00
Filterkaffee;0;14;35.00;1.74 %;;0;0.00;;14;35.00
Don Pasquale 250g;0;4;31.50;1.57 %;;0;0.00;;4;31.50
Hand Brew;0;7;31.50;1.57 %;;1;4.50;;6;27.00
Hario Keramik Filter 02;0;1;30.00;1.49 %;;0;0.00;;1;30.00
Espresso single;0;14;28.00;1.39 %;;0;0.00;;14;28.00
Café Crème;0;11;27.50;1.37 %;;0;0.00;;11;27.50
Flat White auf Eis;0;6;25.20;1.25 %;;1;4.20;;5;21.00
Kaltgetränk;0;8;22.40;1.11 %;;0;0.00;;8;22.40
Tea;0;6;21.00;1.04 %;;1;3.50;;5;17.50
ReCup ausgeben;0;19;19.00;0.94 %;;2;2.00;;17;17.00
Caffé Latte doppelt;0;5;19.00;0.94 %;;0;0.00;;5;19.00
Cold Brew;0;6;18.00;0.90 %;;0;0.00;;6;18.00
Panini DUKKAH BETA;0;3;17.40;0.87 %;;0;0.00;;3;17.40
Prima Estate 1000g;0;1;17.00;0.85 %;;0;0.00;;1;17.00
Espresso Macchiato;0;6;15.00;0.75 %;;0;0.00;;6;15.00
Americano;0;6;15.00;0.75 %;;0;0.00;;6;15.00
Croissant CREMA LIMA;0;4;14.00;0.70 %;;1;3.50;;3;10.50
Espresso Tonic;0;3;12.60;0.63 %;;0;0.00;;3;12.60
El Carmen Decaf 250g;0;1;10.50;0.52 %;;0;0.00;;1;10.50
Doppio;0;4;10.00;0.50 %;;0;0.00;;4;10.00
Papakuchi 250g;0;1;9.50;0.47 %;;0;0.00;;1;9.50
Doppio Macchiato;0;3;9.00;0.45 %;;0;0.00;;3;9.00
Prima Estate 500g;0;1;9.00;0.45 %;;0;0.00;;1;9.00
Hario Filterpapier 02;0;1;7.50;0.37 %;;0;0.00;;1;7.50
Americano groß;0;2;6.00;0.30 %;;0;0.00;;2;6.00
Café Crème groß;0;1;3.00;0.15 %;;0;0.00;;1;3.00
ReCup ausgeben *;0;1;1.00;0.05 %;;0;0.00;;1;1.00
Milchschaum Kids;0;2;0.00;0.00 %;;1;0.00;;1;0.00
ReCup zurücknehmen *;0;1;-1.00;-0.05 %;;0;0.00;;1;-1.00
ReCup zurücknehmen;0;15;-15.00;-0.75 %;;0;0.00;;15;-15.00
;;;;
