;von;bis;;
Datum:;28.08.2020;28.08.2020;;
Enthalt Z;101;101;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1162.60;99.06 %;
Auslagen;;;11.00;0.94 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.00;0.00 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;11.00;0.94 %;
5.0%;;;917.80;78.20 %;
16.0%;;;244.80;20.86 %;
Total;;;1173.60;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;11.00;1.00 %;
5.0%;;;874.18;79.74 %;
16.0%;;;211.11;19.26 %;
Total;;;1096.29;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;43.62;56.42 %;
16.0%;;;33.69;43.58 %;
Total;;;77.31;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;123;824.50;70.25 %;0.00
Maestro;;18;161.10;13.73 %;0.00
MasterCard;;4;117.80;10.04 %;0.00
Visa;;2;18.40;1.57 %;0.00
Visa Electron;;6;51.80;4.41 %;0.00
Total;;153;1173.60;100.00 %;0.00
;;;;
Umsatzdetails;;;;;
Aiyana;;;89.80;7.72 %;0.00
Mik;;;40.50;3.48 %;0.00
Moritz;;;465.60;40.05 %;0.00
Robin;;;89.60;7.71 %;0.00
Sebastian;;;427.90;36.81 %;0.00
Slobo;;;49.20;4.23 %;0.00
Total;;;1162.60;100.00 %;0.00
;;;;
Stornos;;;;;
vertippt;;4;13.70;100.00 %;
Total;;4;13.70;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;95;771.20;65.71 %;
Tisch 1;;8;37.80;3.22 %;
Tisch 10;;1;5.20;0.44 %;
Tisch 11;;4;34.20;2.91 %;
Tisch 12;;11;58.50;4.98 %;
Tisch 13;;1;3.20;0.27 %;
Tisch 14;;3;33.40;2.85 %;
Tisch 15;;2;14.20;1.21 %;
Tisch 2;;3;20.50;1.75 %;
Tisch 20;;6;47.80;4.07 %;
Tisch 3;;5;29.20;2.49 %;
Tisch 30;;1;3.20;0.27 %;
Tisch 31;;1;7.30;0.62 %;
Tisch 4;;7;72.30;6.16 %;
Tisch 5;;3;35.60;3.03 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;259;735.90;62.70 %;;0;0.00;;259;735.90
Sonstiges;;14;230.00;19.60 %;;0;0.00;;14;230.00
Speisen;;52;207.70;17.70 %;;0;0.00;;52;207.70
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;147;508.10;43.29 %;;0;0.00;;147;508.10
Speisen;;52;207.70;17.70 %;;0;0.00;;52;207.70
Röstkaffee;;13;202.00;17.21 %;;0;0.00;;13;202.00
Kaffee;;80;157.50;13.42 %;;0;0.00;;80;157.50
Non Kaffee;;27;54.30;4.63 %;;0;0.00;;27;54.30
Equipment;;1;28.00;2.39 %;;0;0.00;;1;28.00
Sommer;;5;16.00;1.36 %;;0;0.00;;5;16.00
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;80;256.00;21.81 %;;0;0.00;;80;256.00
Flat White;0;21;79.80;6.80 %;;0;0.00;;21;79.80
Finca Isnul 1000g;0;2;76.00;6.48 %;;0;0.00;;2;76.00
Caffé Latte;0;18;63.00;5.37 %;;0;0.00;;18;63.00
Banana Bread PINE NUT;0;14;53.20;4.53 %;;0;0.00;;14;53.20
Kuchen Maple Carrot;0;11;52.80;4.50 %;;0;0.00;;11;52.80
Flat White auf Eis;0;11;46.20;3.94 %;;0;0.00;;11;46.20
Cappuccino groß;0;11;41.80;3.56 %;;0;0.00;;11;41.80
Tea;0;11;38.50;3.28 %;;0;0.00;;11;38.50
Espresso single;0;19;38.00;3.24 %;;0;0.00;;19;38.00
Prima Estate 250g;0;4;38.00;3.24 %;;0;0.00;;4;38.00
Filterkaffee;0;14;35.00;2.98 %;;0;0.00;;14;35.00
Panini DUKKAH BETA;0;6;34.80;2.97 %;;0;0.00;;6;34.80
Divers. Equipment;0;1;28.00;2.39 %;;0;0.00;;1;28.00
El Moreno 250g;0;2;23.00;1.96 %;;0;0.00;;2;23.00
Pain au chocolat;0;8;22.40;1.91 %;;0;0.00;;8;22.40
Lua Clara 500g;0;1;22.00;1.87 %;;0;0.00;;1;22.00
Granola COCOS;0;5;21.00;1.79 %;;0;0.00;;5;21.00
Papakuchi 250g;0;2;19.00;1.62 %;;0;0.00;;2;19.00
Hand Brew;0;4;18.00;1.53 %;;0;0.00;;4;18.00
Croissant CREMA LIMA;0;5;17.50;1.49 %;;0;0.00;;5;17.50
Kakao;0;5;17.50;1.49 %;;0;0.00;;5;17.50
ReCup ausgeben;0;17;17.00;1.45 %;;0;0.00;;17;17.00
Kaltgetränk;0;6;16.80;1.43 %;;0;0.00;;6;16.80
Café Crème;0;6;15.00;1.28 %;;0;0.00;;6;15.00
Espresso Macchiato;0;6;15.00;1.28 %;;0;0.00;;6;15.00
Bumbogo 250g;0;1;13.50;1.15 %;;0;0.00;;1;13.50
Don Pasquale 250g;0;1;10.50;0.89 %;;0;0.00;;1;10.50
Cold Brew;0;3;9.00;0.77 %;;0;0.00;;3;9.00
Americano;0;3;7.50;0.64 %;;0;0.00;;3;7.50
Café Crème groß;0;2;6.00;0.51 %;;0;0.00;;2;6.00
Americano groß;0;2;6.00;0.51 %;;0;0.00;;2;6.00
Croissant;0;3;6.00;0.51 %;;0;0.00;;3;6.00
Doppio;0;2;5.00;0.43 %;;0;0.00;;2;5.00
Espresso Tonic;0;1;4.20;0.36 %;;0;0.00;;1;4.20
Caffé Latte doppelt;0;1;3.80;0.32 %;;0;0.00;;1;3.80
ReCup ausgeben **;0;3;3.00;0.26 %;;0;0.00;;3;3.00
Americano auf Eis;0;1;2.80;0.24 %;;0;0.00;;1;2.80
Milchschaum Kids;0;3;0.00;0.00 %;;0;0.00;;3;0.00
ReCup zurücknehmen **;0;4;-4.00;-0.34 %;;0;0.00;;4;-4.00
ReCup zurücknehmen;0;5;-5.00;-0.43 %;;0;0.00;;5;-5.00
;;;;
