;von;bis;;
Datum:;27.08.2020;27.08.2020;;
Enthalt Z;100;100;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1320.10;99.10 %;
Auslagen;;;12.00;0.90 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.00;0.00 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;12.00;0.90 %;
5.0%;;;1086.50;81.56 %;
16.0%;;;233.60;17.54 %;
Total;;;1332.10;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;12.00;0.96 %;
5.0%;;;1034.82;82.90 %;
16.0%;;;201.49;16.14 %;
Total;;;1248.31;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;51.68;61.68 %;
16.0%;;;32.11;38.32 %;
Total;;;83.79;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;152;1009.10;75.75 %;0.00
Maestro;;17;221.40;16.62 %;0.00
MasterCard;;4;50.30;3.78 %;0.00
Visa;;6;39.30;2.95 %;0.00
Visa Electron;;2;12.00;0.90 %;0.00
Total;;181;1332.10;100.00 %;0.00
;;;;
Umsatzdetails;;;;;
Anna;;;429.80;32.56 %;0.00
Clara;;;27.10;2.05 %;0.00
Khalid;;;43.60;3.30 %;0.00
Mik;;;93.80;7.11 %;0.00
Moritz;;;553.40;41.92 %;0.00
Robin;;;151.10;11.45 %;0.00
Slobo;;;21.30;1.61 %;0.00
Total;;;1320.10;100.00 %;0.00
;;;;
Stornos;;;;;
Kommunikationsfehler;;3;9.80;38.28 %;
vertippt;;1;3.00;11.72 %;
Änderung durch Gast;;3;12.80;50.00 %;
Total;;7;25.60;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;130;908.80;68.22 %;
Tisch 1;;8;71.40;5.36 %;
Tisch 10;;5;33.60;2.52 %;
Tisch 11;;1;5.70;0.43 %;
Tisch 12;;1;15.40;1.16 %;
Tisch 13;;1;10.50;0.79 %;
Tisch 14;;2;15.60;1.17 %;
Tisch 15;;1;3.00;0.23 %;
Tisch 2;;3;28.00;2.10 %;
Tisch 20;;7;45.60;3.42 %;
Tisch 3;;8;94.20;7.07 %;
Tisch 30;;1;14.90;1.12 %;
Tisch 4;;3;13.40;1.01 %;
Tisch 5;;7;72.00;5.40 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;293;887.50;66.62 %;;8;26.10;;285;861.40
Speisen;;82;287.10;21.55 %;;4;8.00;;78;279.10
Sonstiges;;11;157.50;11.82 %;;0;0.00;;11;157.50
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;182;649.50;48.76 %;;7;23.60;;175;625.90
Speisen;;82;287.10;21.55 %;;4;8.00;;78;279.10
Röstkaffee;;11;157.50;11.82 %;;0;0.00;;11;157.50
Kaffee;;68;133.60;10.03 %;;1;2.50;;67;131.10
Sommer;;18;54.20;4.07 %;;0;0.00;;18;54.20
Non Kaffee;;25;50.20;3.77 %;;0;0.00;;25;50.20
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;74;236.80;17.78 %;;5;16.00;;69;220.80
Flat White;0;27;102.60;7.70 %;;0;0.00;;27;102.60
Kuchen Maple Carrot;0;21;100.80;7.57 %;;0;0.00;;21;100.80
Cappuccino groß;0;26;98.80;7.42 %;;2;7.60;;24;91.20
Flat White auf Eis;0;23;96.60;7.25 %;;0;0.00;;23;96.60
Banana Bread PINE NUT;0;17;64.60;4.85 %;;0;0.00;;17;64.60
Caffé Latte;0;15;52.50;3.94 %;;0;0.00;;15;52.50
Pain au chocolat;0;17;47.60;3.57 %;;0;0.00;;17;47.60
Lua Clara 1000g;0;1;42.00;3.15 %;;0;0.00;;1;42.00
Caffé Latte doppelt;0;9;34.20;2.57 %;;0;0.00;;9;34.20
Croissant;0;17;34.00;2.55 %;;4;8.00;;13;26.00
Finca Isnul 250g;0;3;31.50;2.36 %;;0;0.00;;3;31.50
El Carmen Decaf 250g;0;3;31.50;2.36 %;;0;0.00;;3;31.50
Kakao;0;8;28.00;2.10 %;;0;0.00;;8;28.00
Cold Brew;0;9;27.00;2.03 %;;0;0.00;;9;27.00
Espresso single;0;13;26.00;1.95 %;;0;0.00;;13;26.00
Kaltgetränk;0;9;25.20;1.89 %;;0;0.00;;9;25.20
Filterkaffee;0;9;22.50;1.69 %;;0;0.00;;9;22.50
Lua Clara 500g;0;1;22.00;1.65 %;;0;0.00;;1;22.00
Tea;0;6;21.00;1.58 %;;0;0.00;;6;21.00
Doppio;0;8;20.00;1.50 %;;0;0.00;;8;20.00
Croissant CREMA LIMA;0;5;17.50;1.31 %;;0;0.00;;5;17.50
Americano;0;7;17.50;1.31 %;;0;0.00;;7;17.50
Espresso Tonic;0;4;16.80;1.26 %;;0;0.00;;4;16.80
Granola COCOS;0;4;16.80;1.26 %;;0;0.00;;4;16.80
Lua Clara 250g;0;1;11.50;0.86 %;;0;0.00;;1;11.50
ReCup ausgeben;0;11;11.00;0.83 %;;0;0.00;;11;11.00
Café Crème;0;4;10.00;0.75 %;;0;0.00;;4;10.00
Espresso Macchiato;0;4;10.00;0.75 %;;1;2.50;;3;7.50
Papakuchi 250g;0;1;9.50;0.71 %;;0;0.00;;1;9.50
Prima Estate 250g;0;1;9.50;0.71 %;;0;0.00;;1;9.50
Hand Brew;0;2;9.00;0.68 %;;0;0.00;;2;9.00
Americano auf Eis;0;3;8.40;0.63 %;;0;0.00;;3;8.40
ReCup ausgeben **;0;6;6.00;0.45 %;;0;0.00;;6;6.00
Americano groß;0;2;6.00;0.45 %;;0;0.00;;2;6.00
Panini DUKKAH BETA;0;1;5.80;0.44 %;;0;0.00;;1;5.80
Doppio Macchiato;0;1;3.00;0.23 %;;0;0.00;;1;3.00
Café Crème groß;0;1;3.00;0.23 %;;0;0.00;;1;3.00
ReCup ausgeben *;0;2;2.00;0.15 %;;0;0.00;;2;2.00
Extra Shot;0;1;0.60;0.05 %;;0;0.00;;1;0.60
Milchschaum Kids;0;2;0.00;0.00 %;;0;0.00;;2;0.00
ReCup zurücknehmen **;0;2;-2.00;-0.15 %;;0;0.00;;2;-2.00
ReCup zurücknehmen;0;5;-5.00;-0.38 %;;0;0.00;;5;-5.00
;;;;
