;von;bis;;
Datum:;23.10.2020;23.10.2020;;
Enthalt Z;146;146;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1076.45;99.34 %;
Auslagen;;;5.00;0.46 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;2.10;0.19 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;5.00;0.46 %;
5.0%;;;898.05;83.04 %;
16.0%;;;178.40;16.50 %;
Total;;;1081.45;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;5.00;0.49 %;
5.0%;;;855.35;84.33 %;
16.0%;;;153.90;15.17 %;
Total;;;1014.25;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;42.70;63.54 %;
16.0%;;;24.50;36.46 %;
Total;;;67.20;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;120;751.80;69.52 %;0.00
Maestro;;16;190.10;17.58 %;0.00
Visa;;7;93.10;8.61 %;2.10
Visa Electron;;6;46.45;4.30 %;0.00
Total;;149;1081.45;100.00 %;2.10
;;;;
Umsatzdetails;;;;;
Lena;;;456.20;42.38 %;0.20
Mik;;;192.90;17.92 %;0.00
Robin;;;6.70;0.62 %;0.00
Sebastian;;;344.65;32.02 %;1.90
Slobo;;;76.00;7.06 %;0.00
Total;;;1076.45;100.00 %;2.10
;;;;
Stornos;;;;;
vertippt;;5;19.70;100.00 %;
Total;;5;19.70;100.00 %;
;;;;
Rabatte;;;;;
50%;;2;18.75;100.00 %;
Total;;2;18.75;100.00 %;
;;;;
Tische;;;;;
Theke;;120;816.25;75.48 %;
Tisch 1;;3;30.60;2.83 %;
Tisch 10;;1;9.20;0.85 %;
Tisch 11;;1;3.20;0.30 %;
Tisch 12;;3;20.60;1.90 %;
Tisch 15;;1;17.10;1.58 %;
Tisch 2;;6;51.20;4.73 %;
Tisch 3;;5;26.70;2.47 %;
Tisch 4;;5;73.50;6.80 %;
Tisch 5;;4;33.10;3.06 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;224;663.00;61.31 %;;11;36.70;;213;626.30
Speisen;;64;233.70;21.61 %;;3;17.10;;61;216.60
Sonstiges;;17;184.75;17.08 %;;0;0.00;;17;184.75
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;140;487.20;45.05 %;;9;31.20;;131;456.00
Speisen;;64;233.70;21.61 %;;3;17.10;;61;216.60
Röstkaffee;;17;184.75;17.08 %;;0;0.00;;17;184.75
Kaffee;;72;138.00;12.76 %;;1;2.00;;71;136.00
Non Kaffee;;12;37.80;3.50 %;;1;3.50;;11;34.30
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;65;208.00;19.23 %;;4;12.80;;61;195.20
Flat White;0;26;98.80;9.14 %;;1;3.80;;25;95.00
Kuchen Maple Carrot;0;16;76.80;7.10 %;;2;9.60;;14;67.20
MUYU 250g;0;7;66.50;6.15 %;;0;0.00;;7;66.50
Cappuccino groß;0;16;60.80;5.62 %;;2;7.60;;14;53.20
Caffé Latte;0;17;59.50;5.50 %;;2;7.00;;15;52.50
Granola COCOS;0;12;50.40;4.66 %;;0;0.00;;12;50.40
Banana Bread PINE NUT;0;10;38.00;3.51 %;;0;0.00;;10;38.00
EL MORENO 250g;0;3;34.50;3.19 %;;0;0.00;;3;34.50
Caffé Latte doppelt;0;9;34.20;3.16 %;;0;0.00;;9;34.20
Pain au chocolat;0;10;28.00;2.59 %;;0;0.00;;10;28.00
Filterkaffee;0;11;27.50;2.54 %;;0;0.00;;11;27.50
Croissant;0;13;26.00;2.40 %;;0;0.00;;13;26.00
Café Crème;0;10;25.00;2.31 %;;0;0.00;;10;25.00
Americano;0;9;22.50;2.08 %;;0;0.00;;9;22.50
LUA CLARA 500g;0;1;22.00;2.03 %;;0;0.00;;1;22.00
Tea;0;6;21.00;1.94 %;;1;3.50;;5;17.50
MUYU 500g;0;1;18.00;1.66 %;;0;0.00;;1;18.00
Kakao;0;5;17.50;1.62 %;;0;0.00;;5;17.50
Kaltgetränk;0;6;16.80;1.55 %;;0;0.00;;6;16.80
Espresso single;0;8;16.00;1.48 %;;1;2.00;;7;14.00
BUMBOGO 250g;0;1;13.50;1.25 %;;0;0.00;;1;13.50
ReCup ausgeben;0;12;12.00;1.11 %;;0;0.00;;12;12.00
LUA CLARA 250g;0;1;11.50;1.06 %;;0;0.00;;1;11.50
Doppio Macchiato;0;3;9.00;0.83 %;;0;0.00;;3;9.00
Café Crème groß;0;3;9.00;0.83 %;;0;0.00;;3;9.00
Americano groß;0;3;9.00;0.83 %;;0;0.00;;3;9.00
Flat White auf Eis;0;2;8.40;0.78 %;;0;0.00;;2;8.40
GUJI HADESO 250g;0;1;8.25;0.76 %;;0;0.00;;1;8.25
Feigenbrot;0;1;7.50;0.69 %;;1;7.50;;0;0.00
Doppio;0;3;7.50;0.69 %;;0;0.00;;3;7.50
Espresso Macchiato;0;3;7.50;0.69 %;;0;0.00;;3;7.50
Croissant CREMA LIMA;0;2;7.00;0.65 %;;0;0.00;;2;7.00
DON PASCUAL 250g;0;1;5.25;0.49 %;;0;0.00;;1;5.25
FINCA ISNUL 250g;0;1;5.25;0.49 %;;0;0.00;;1;5.25
ReCup zurücknehmen;0;7;-7.00;-0.65 %;;0;0.00;;7;-7.00
;;;;
