;von;bis;;
Datum:;10.10.2020;10.10.2020;;
Enthalt Z;135;135;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1812.65;99.10 %;
Auslagen;;;15.00;0.82 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;1.50;0.08 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;15.00;0.82 %;
5.0%;;;1517.35;83.02 %;
16.0%;;;295.30;16.16 %;
Total;;;1827.65;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;15.00;0.87 %;
5.0%;;;1445.22;84.27 %;
16.0%;;;254.74;14.85 %;
Total;;;1714.96;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;72.13;64.01 %;
16.0%;;;40.56;35.99 %;
Total;;;112.69;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;161;980.75;53.66 %;0.00
Maestro;;37;475.40;26.01 %;0.80
MasterCard;;8;88.60;4.85 %;0.00
Mehrzweckgutschein;;2;7.20;0.39 %;0.00
Visa;;13;148.50;8.13 %;0.70
Visa Electron;;10;127.20;6.96 %;0.00
Total;;231;1827.65;100.00 %;1.50
;;;;
Umsatzdetails;;;;;
Annacotta;;;728.05;40.16 %;0.70
Clara;;;442.00;24.38 %;0.00
Emanuel;;;90.30;4.98 %;0.00
Lena;;;383.40;21.15 %;0.80
Mik;;;35.70;1.97 %;0.00
Slobo;;;133.20;7.35 %;0.00
Total;;;1812.65;100.00 %;1.50
;;;;
Stornos;;;;;
Kommunikationsfehler;;2;7.00;8.41 %;
vertippt;;10;76.20;91.59 %;
Total;;12;83.20;100.00 %;
;;;;
Rabatte;;;;;
50%;;1;8.25;100.00 %;
Total;;1;8.25;100.00 %;
;;;;
Tische;;;;;
Theke;;114;982.15;53.74 %;
Tisch 1;;14;94.00;5.14 %;
Tisch 10;;10;72.70;3.98 %;
Tisch 11;;5;36.40;1.99 %;
Tisch 12;;2;9.90;0.54 %;
Tisch 13;;12;80.40;4.40 %;
Tisch 14;;4;32.60;1.78 %;
Tisch 15;;7;45.90;2.51 %;
Tisch 2;;8;61.90;3.39 %;
Tisch 20;;2;6.70;0.37 %;
Tisch 3;;9;92.70;5.07 %;
Tisch 30;;17;95.50;5.23 %;
Tisch 31;;1;5.20;0.28 %;
Tisch 4;;5;49.60;2.71 %;
Tisch 5;;2;22.40;1.23 %;
Tisch 6;;11;75.30;4.12 %;
Tisch 7;;7;64.30;3.52 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;406;1123.30;61.46 %;;15;45.50;;391;1077.80
Sonstiges;;34;477.75;26.14 %;;1;11.50;;33;466.25
Speisen;;63;226.60;12.40 %;;4;15.20;;59;211.40
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;239;820.60;44.90 %;;9;33.00;;230;787.60
Röstkaffee;;34;477.75;26.14 %;;1;11.50;;33;466.25
Kaffee;;146;247.50;13.54 %;;5;9.00;;141;238.50
Speisen;;63;226.60;12.40 %;;4;15.20;;59;211.40
Non Kaffee;;20;52.40;2.87 %;;1;3.50;;19;48.90
Sommer;;1;2.80;0.15 %;;0;0.00;;1;2.80
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;124;396.80;21.71 %;;1;3.20;;123;393.60
Flat White;0;39;148.20;8.11 %;;4;15.20;;35;133.00
Cappuccino groß;0;29;110.20;6.03 %;;2;7.60;;27;102.60
Caffé Latte;0;24;84.00;4.60 %;;1;3.50;;23;80.50
Guji Hadeso 250g;0;5;74.25;4.06 %;;0;0.00;;5;74.25
Kakao;0;20;70.00;3.83 %;;1;3.50;;19;66.50
Muyu 1000g;0;2;68.00;3.72 %;;0;0.00;;2;68.00
Muyu 250g;0;7;66.50;3.64 %;;0;0.00;;7;66.50
Hand Brew;0;13;58.50;3.20 %;;1;4.50;;12;54.00
Banana Bread PINE NUT;0;15;57.00;3.12 %;;2;7.60;;13;49.40
Filterkaffee;0;17;42.50;2.33 %;;0;0.00;;17;42.50
Tea;0;12;42.00;2.30 %;;1;3.50;;11;38.50
ReCup ausgeben;0;38;38.00;2.08 %;;1;1.00;;37;37.00
Feigenbrot;0;5;37.50;2.05 %;;0;0.00;;5;37.50
Espresso single;0;18;36.00;1.97 %;;1;2.00;;17;34.00
Muyu 500g;0;2;36.00;1.97 %;;0;0.00;;2;36.00
Lua Clara 250g;0;3;34.50;1.89 %;;0;0.00;;3;34.50
El Moreno 250g;0;3;34.50;1.89 %;;1;11.50;;2;23.00
Kuchen Maple Carrot;0;7;33.60;1.84 %;;1;4.80;;6;28.80
Pain au chocolat;0;12;33.60;1.84 %;;1;2.80;;11;30.80
Croissant;0;16;32.00;1.75 %;;0;0.00;;16;32.00
El Carmen Decaf 250g;0;3;31.50;1.72 %;;0;0.00;;3;31.50
Granola COCOS;0;7;29.40;1.61 %;;0;0.00;;7;29.40
Café Crème;0;11;27.50;1.50 %;;0;0.00;;11;27.50
Bumbogo 250g;0;2;27.00;1.48 %;;0;0.00;;2;27.00
Bumbogo 500g;0;1;26.00;1.42 %;;0;0.00;;1;26.00
Espresso Macchiato;0;9;22.50;1.23 %;;0;0.00;;9;22.50
Americano;0;9;22.50;1.23 %;;1;2.50;;8;20.00
Lua Clara 500g;0;1;22.00;1.20 %;;0;0.00;;1;22.00
Finca Isnul 250g;0;2;21.00;1.15 %;;0;0.00;;2;21.00
Divers. Röstkaffee;0;1;16.50;0.90 %;;0;0.00;;1;16.50
Café Crème groß;0;4;12.00;0.66 %;;0;0.00;;4;12.00
Caffé Latte doppelt;0;3;11.40;0.62 %;;0;0.00;;3;11.40
Don Pascual 250g;0;1;10.50;0.57 %;;0;0.00;;1;10.50
Papakuchi 250g;0;1;9.50;0.52 %;;0;0.00;;1;9.50
Kaltgetränk;0;3;8.40;0.46 %;;0;0.00;;3;8.40
Doppio Macchiato;0;2;6.00;0.33 %;;0;0.00;;2;6.00
Doppio;0;2;5.00;0.27 %;;0;0.00;;2;5.00
Croissant CREMA LIMA;0;1;3.50;0.19 %;;0;0.00;;1;3.50
Americano auf Eis;0;1;2.80;0.15 %;;0;0.00;;1;2.80
Deckel ReCup;0;2;2.00;0.11 %;;0;0.00;;2;2.00
Milchschaum Kids;0;3;0.00;0.00 %;;0;0.00;;3;0.00
ReCup zurücknehmen;0;23;-23.00;-1.26 %;;1;-1.00;;22;-22.00
;;;;
