;von;bis;;
Datum:;20.06.2020;20.06.2020;;
Enthalt Z;40;40;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1827.50;99.09 %;
Auslagen;;;12.00;0.65 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;4.80;0.26 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;12.00;0.65 %;
19.0%;;;315.10;17.13 %;
7.0%;;;1512.40;82.22 %;
Total;;;1839.50;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;12.00;0.71 %;
19.0%;;;264.68;15.66 %;
7.0%;;;1413.40;83.63 %;
Total;;;1690.08;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
19.0%;;;50.42;33.74 %;
7.0%;;;99.00;66.26 %;
Total;;;149.42;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;205;1318.10;71.66 %;0.00
Maestro;;23;256.40;13.94 %;0.60
MasterCard;;3;49.70;2.70 %;2.40
Visa;;12;139.70;7.59 %;0.60
Visa Electron;;6;75.60;4.11 %;1.20
Total;;249;1839.50;100.00 %;4.80
;;;;
Umsatzdetails;;;;;
Anna;;;304.60;16.67 %;0.00
Clara;;;56.80;3.11 %;0.00
Moritz;;;990.10;54.18 %;3.60
Robin;;;476.00;26.05 %;1.20
Total;;;1827.50;100.00 %;4.80
;;;;
Stornos;;;;;
Kommunikationsfehler;;1;3.80;42.22 %;
vertippt;;2;5.20;57.78 %;
Total;;3;9.00;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;179;1259.40;68.46 %;
Tisch 1;;8;90.90;4.94 %;
Tisch 10;;6;45.90;2.50 %;
Tisch 11;;5;38.00;2.07 %;
Tisch 12;;2;5.20;0.28 %;
Tisch 13;;3;16.90;0.92 %;
Tisch 14;;6;38.90;2.11 %;
Tisch 15;;3;11.80;0.64 %;
Tisch 2;;8;114.40;6.22 %;
Tisch 20;;3;28.10;1.53 %;
Tisch 3;;7;69.00;3.75 %;
Tisch 30;;4;23.30;1.27 %;
Tisch 4;;7;60.30;3.28 %;
Tisch 5;;6;37.40;2.03 %;
;;;;
;;;;
