;von;bis;;
Datum:;20.06.2020;20.06.2020;;
Enthalt Z;40;40;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;442;1228.10;66.76 %;;0;0.00;;442;1228.10
Sonstiges;;33;416.00;22.61 %;;0;0.00;;33;416.00
Speisen;;51;195.40;10.62 %;;0;0.00;;51;195.40
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;427;1173.90;63.82 %;;0;0.00;;427;1173.90
Röstkaffee;;33;416.00;22.61 %;;0;0.00;;33;416.00
Speisen;;51;195.40;10.62 %;;0;0.00;;51;195.40
Getränke ReCup;;15;54.20;2.95 %;;0;0.00;;15;54.20
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;114;364.80;19.83 %;;0;0.00;;114;364.80
Flat White;0;39;148.20;8.06 %;;0;0.00;;39;148.20
Kuchen Maple Carrot;0;28;134.40;7.31 %;;0;0.00;;28;134.40
Cappuccino groß;0;29;110.20;5.99 %;;0;0.00;;29;110.20
Caffé Latte klein;0;21;73.50;4.00 %;;0;0.00;;21;73.50
Kaltgetränk;0;23;64.40;3.50 %;;0;0.00;;23;64.40
Finca Isnul 500g;0;3;60.00;3.26 %;;0;0.00;;3;60.00
Bumbogo 250g;0;4;54.00;2.94 %;;0;0.00;;4;54.00
Don Pasquale 250g;0;5;52.50;2.85 %;;0;0.00;;5;52.50
Flat White auf Eis;0;12;48.00;2.61 %;;0;0.00;;12;48.00
Papakuchi 250g;0;5;47.50;2.58 %;;0;0.00;;5;47.50
Prima Estate 250g;0;5;47.50;2.58 %;;0;0.00;;5;47.50
El Moreno 250g;0;4;46.00;2.50 %;;0;0.00;;4;46.00
Espresso single;0;21;42.00;2.28 %;;0;0.00;;21;42.00
Kakao;0;12;42.00;2.28 %;;0;0.00;;12;42.00
ReCup ausgeben;0;36;36.00;1.96 %;;0;0.00;;36;36.00
Café Crème klein;0;14;35.00;1.90 %;;0;0.00;;14;35.00
Croissant CREMA LIMA;0;10;35.00;1.90 %;;0;0.00;;10;35.00
Filterkaffee;0;14;35.00;1.90 %;;0;0.00;;14;35.00
Prima Estate 1000g;0;1;34.00;1.85 %;;0;0.00;;1;34.00
Finca Isnul 250g;0;3;31.50;1.71 %;;0;0.00;;3;31.50
Espresso double;0;12;30.00;1.63 %;;0;0.00;;12;30.00
Espresso Macciato single;0;11;27.50;1.49 %;;0;0.00;;11;27.50
Caffé Latte groß;0;7;26.60;1.45 %;;0;0.00;;7;26.60
Croissant pur;0;13;26.00;1.41 %;;0;0.00;;13;26.00
Lua Clara 250g;0;2;23.00;1.25 %;;0;0.00;;2;23.00
Hand Brew;0;5;22.50;1.22 %;;0;0.00;;5;22.50
Cold Brew;0;7;21.00;1.14 %;;0;0.00;;7;21.00
Flat White auf Eis ReCup;0;5;20.00;1.09 %;;0;0.00;;5;20.00
El Carmen Decaf 500g;0;1;20.00;1.09 %;;0;0.00;;1;20.00
Americano groß;0;5;15.00;0.82 %;;0;0.00;;5;15.00
Cappuccino ReCup;0;4;12.80;0.70 %;;0;0.00;;4;12.80
Café Crème groß;0;4;12.00;0.65 %;;0;0.00;;4;12.00
Americano auf Eis;0;4;11.20;0.61 %;;0;0.00;;4;11.20
Americano klein;0;4;10.00;0.54 %;;0;0.00;;4;10.00
Espresso Macciato double;0;3;9.00;0.49 %;;0;0.00;;3;9.00
Caffé Latte groß ReCup;0;2;7.60;0.41 %;;0;0.00;;2;7.60
Tea;0;2;7.00;0.38 %;;0;0.00;;2;7.00
Caffé Latte klein ReCup;0;2;7.00;0.38 %;;0;0.00;;2;7.00
Espresso Tonic;0;2;7.00;0.38 %;;0;0.00;;2;7.00
Cappuccino groß ReCup;0;1;3.80;0.21 %;;0;0.00;;1;3.80
Café Crème groß ReCup;0;1;3.00;0.16 %;;0;0.00;;1;3.00
Milchschaum Kids;0;2;0.00;0.00 %;;0;0.00;;2;0.00
ReCup zurücknehmen;0;24;-24.00;-1.30 %;;0;0.00;;24;-24.00
;;;;
