;von;bis;;
Datum:;18.06.2020;18.06.2020;;
Enthalt Z;37;38;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1117.30;97.11 %;
Auslagen;;;28.00;2.43 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;5.20;0.45 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;28.00;2.44 %;
19.0%;;;220.62;19.26 %;
7.0%;;;896.68;78.29 %;
Total;;;1145.30;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;28.00;2.66 %;
19.0%;;;185.31;17.63 %;
7.0%;;;837.94;79.71 %;
Total;;;1051.25;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
19.0%;;;35.31;37.54 %;
7.0%;;;58.74;62.46 %;
Total;;;94.05;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;146;917.00;80.07 %;0.00
Maestro;;13;104.50;9.12 %;1.00
MasterCard;;4;34.90;3.05 %;1.00
Visa;;2;23.10;2.02 %;0.00
Visa Electron;;6;65.80;5.75 %;3.20
Total;;171;1145.30;100.00 %;5.20
;;;;
Umsatzdetails;;;;;
Aiyana;;;48.80;4.37 %;0.00
Emanuel;;;212.50;19.02 %;0.00
Martin;;;68.30;6.11 %;1.00
Moritz;;;554.90;49.66 %;1.00
Robin;;;232.80;20.84 %;3.20
Total;;;1117.30;100.00 %;5.20
;;;;
Stornos;;;;;
Kommunikationsfehler;;5;16.80;59.36 %;
nicht verfügbar;;2;9.00;31.80 %;
vertippt;;1;2.50;8.83 %;
Total;;8;28.30;100.00 %;
;;;;
Rabatte;;;;;
GS (5,00 €);;1;5.00;100.00 %;
Total;;1;5.00;100.00 %;
;;;;
Tische;;;;;
Theke;;126;801.20;69.96 %;
Tisch 1;;6;47.80;4.17 %;
Tisch 10;;5;25.50;2.23 %;
Tisch 11;;4;18.10;1.58 %;
Tisch 12;;5;40.80;3.56 %;
Tisch 13;;1;5.30;0.46 %;
Tisch 14;;1;8.00;0.70 %;
Tisch 15;;4;33.00;2.88 %;
Tisch 2;;2;42.70;3.73 %;
Tisch 20;;3;34.90;3.05 %;
Tisch 3;;6;27.70;2.42 %;
Tisch 4;;3;32.00;2.79 %;
Tisch 5;;5;28.30;2.47 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;279;804.90;70.28 %;;0;0.00;;279;804.90
Sonstiges;;19;220.50;19.25 %;;0;0.00;;19;220.50
Speisen;;31;119.90;10.47 %;;0;0.00;;31;119.90
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;269;772.80;67.48 %;;0;0.00;;269;772.80
Röstkaffee;;16;199.50;17.42 %;;0;0.00;;16;199.50
Speisen;;31;119.90;10.47 %;;0;0.00;;31;119.90
Getränke ReCup;;10;32.10;2.80 %;;0;0.00;;10;32.10
Equipment;;2;11.00;0.96 %;;0;0.00;;2;11.00
Gutscheine;;1;10.00;0.87 %;;0;0.00;;1;10.00
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;80;256.00;22.35 %;;0;0.00;;80;256.00
Kuchen Maple Carrot;0;18;86.40;7.54 %;;0;0.00;;18;86.40
Flat White auf Eis;0;17;68.00;5.94 %;;0;0.00;;17;68.00
Cappuccino groß;0;16;60.80;5.31 %;;0;0.00;;16;60.80
Flat White;0;15;57.00;4.98 %;;0;0.00;;15;57.00
Caffé Latte klein;0;15;49.58;4.33 %;;0;0.00;;15;49.58
Bumbogo 250g;0;3;40.50;3.54 %;;0;0.00;;3;40.50
Prima Estate 500g;0;2;36.00;3.14 %;;0;0.00;;2;36.00
Café Crème klein;0;12;30.00;2.62 %;;0;0.00;;12;30.00
ReCup ausgeben;0;26;26.00;2.27 %;;0;0.00;;26;26.00
Kaltgetränk;0;9;25.20;2.20 %;;0;0.00;;9;25.20
Lua Clara 250g;0;2;23.00;2.01 %;;0;0.00;;2;23.00
Caffé Latte groß;0;6;22.80;1.99 %;;0;0.00;;6;22.80
Hand Brew;0;5;22.50;1.96 %;;0;0.00;;5;22.50
Don Pasquale 250g;0;2;21.00;1.83 %;;0;0.00;;2;21.00
Finca Isnul 250g;0;2;21.00;1.83 %;;0;0.00;;2;21.00
Espresso Tonic;0;6;21.00;1.83 %;;0;0.00;;6;21.00
Espresso single;0;10;20.00;1.75 %;;0;0.00;;10;20.00
Prima Estate 250g;0;2;19.00;1.66 %;;0;0.00;;2;19.00
Cold Brew;0;6;18.00;1.57 %;;0;0.00;;6;18.00
Papakuchi 500g;0;1;18.00;1.57 %;;0;0.00;;1;18.00
Tea;0;5;17.50;1.53 %;;0;0.00;;5;17.50
Croissant CREMA LIMA;0;5;17.50;1.53 %;;0;0.00;;5;17.50
Espresso Macciato single;0;7;17.50;1.53 %;;0;0.00;;7;17.50
Croissant pur;0;8;16.00;1.40 %;;0;0.00;;8;16.00
Espresso double;0;7;15.42;1.35 %;;0;0.00;;7;15.42
Americano auf Eis;0;5;14.00;1.22 %;;0;0.00;;5;14.00
Filterkaffee;0;5;12.50;1.09 %;;0;0.00;;5;12.50
El Moreno 250g;0;1;11.50;1.00 %;;0;0.00;;1;11.50
Divers. Equipment;0;2;11.00;0.96 %;;0;0.00;;2;11.00
10€ Gutschein;0;1;10.00;0.87 %;;0;0.00;;1;10.00
Papakuchi 250g;0;1;9.50;0.83 %;;0;0.00;;1;9.50
Americano groß;0;3;9.00;0.79 %;;0;0.00;;3;9.00
Flat White ReCup;0;2;7.60;0.66 %;;0;0.00;;2;7.60
Kakao;0;2;7.00;0.61 %;;0;0.00;;2;7.00
Cappuccino ReCup;0;2;6.40;0.56 %;;0;0.00;;2;6.40
Espresso Macciato double;0;2;6.00;0.52 %;;0;0.00;;2;6.00
Filterkaffee ReCup;0;2;5.00;0.44 %;;0;0.00;;2;5.00
Americano klein;0;2;5.00;0.44 %;;0;0.00;;2;5.00
Cappuccino groß ReCup;0;1;3.80;0.33 %;;0;0.00;;1;3.80
Caffé Latte groß ReCup;0;1;3.80;0.33 %;;0;0.00;;1;3.80
Americano groß ReCup;0;1;3.00;0.26 %;;0;0.00;;1;3.00
Café Crème klein ReCup;0;1;2.50;0.22 %;;0;0.00;;1;2.50
ReCup zurücknehmen;0;8;-8.00;-0.70 %;;0;0.00;;8;-8.00
;;;;
