;von;bis;;
Datum:;08.09.2020;08.09.2020;;
Enthalt Z;110;110;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;2261.50;99.15 %;
Auslagen;;;18.00;0.79 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;1.30;0.06 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;18.00;0.79 %;
5.0%;;;1722.50;75.56 %;
16.0%;;;539.00;23.65 %;
Total;;;2279.50;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;18.00;0.85 %;
5.0%;;;1640.66;77.26 %;
16.0%;;;464.84;21.89 %;
Total;;;2123.50;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;81.84;52.46 %;
16.0%;;;74.16;47.54 %;
Total;;;156.00;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;290;1728.20;75.81 %;0.00
Maestro;;37;393.80;17.28 %;1.30
MasterCard;;4;55.90;2.45 %;0.00
Mehrzweckgutschein;;1;3.00;0.13 %;0.00
Visa;;6;35.60;1.56 %;0.00
Visa Electron;;7;63.00;2.76 %;0.00
Total;;345;2279.50;100.00 %;1.30
;;;;
Umsatzdetails;;;;;
Aiyana;;;9.50;0.42 %;0.00
Lena;;;445.00;19.68 %;0.00
Mik;;;182.50;8.07 %;0.00
Moritz;;;647.40;28.63 %;0.00
Robin;;;213.80;9.45 %;1.30
Sebastian;;;664.40;29.38 %;0.00
Slobo;;;98.90;4.37 %;0.00
Total;;;2261.50;100.00 %;1.30
;;;;
Stornos;;;;;
Reklamation;;1;2.80;18.18 %;
nicht verfügbar;;1;3.20;20.78 %;
vertippt;;5;9.40;61.04 %;
Total;;7;15.40;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;244;1552.10;68.09 %;
Tisch 1;;12;113.80;4.99 %;
Tisch 10;;3;18.80;0.82 %;
Tisch 11;;3;14.40;0.63 %;
Tisch 12;;3;11.80;0.52 %;
Tisch 13;;12;66.40;2.91 %;
Tisch 14;;5;32.70;1.43 %;
Tisch 15;;8;65.00;2.85 %;
Tisch 2;;15;105.40;4.62 %;
Tisch 20;;5;31.70;1.39 %;
Tisch 3;;13;112.00;4.91 %;
Tisch 30;;1;3.20;0.14 %;
Tisch 4;;9;72.90;3.20 %;
Tisch 5;;10;79.30;3.48 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;545;1546.40;67.84 %;;0;0.00;;545;1546.40
Sonstiges;;31;380.00;16.67 %;;0;0.00;;31;380.00
Speisen;;102;353.10;15.49 %;;0;0.00;;102;353.10
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;299;1057.40;46.39 %;;0;0.00;;299;1057.40
Speisen;;102;353.10;15.49 %;;0;0.00;;102;353.10
Kaffee;;195;337.20;14.79 %;;0;0.00;;195;337.20
Röstkaffee;;27;312.00;13.69 %;;0;0.00;;27;312.00
Sommer;;31;97.20;4.26 %;;0;0.00;;31;97.20
Equipment;;4;68.00;2.98 %;;0;0.00;;4;68.00
Non Kaffee;;20;54.60;2.40 %;;0;0.00;;20;54.60
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;147;470.40;20.64 %;;0;0.00;;147;470.40
Flat White auf Eis;0;49;205.80;9.03 %;;0;0.00;;49;205.80
Flat White;0;38;144.40;6.33 %;;0;0.00;;38;144.40
Kuchen Maple Carrot;0;26;124.80;5.47 %;;0;0.00;;26;124.80
Caffé Latte;0;32;112.00;4.91 %;;0;0.00;;32;112.00
Cappuccino groß;0;28;106.40;4.67 %;;0;0.00;;28;106.40
Prima Estate 250g;0;11;104.50;4.58 %;;0;0.00;;11;104.50
Café Crème;0;30;75.00;3.29 %;;0;0.00;;30;75.00
Banana Bread PINE NUT;0;18;68.40;3.00 %;;0;0.00;;18;68.40
Tasse Cappuccino;0;4;68.00;2.98 %;;0;0.00;;4;68.00
Croissant;0;29;58.00;2.54 %;;0;0.00;;29;58.00
El Moreno 250g;0;5;57.50;2.52 %;;0;0.00;;5;57.50
Hand Brew;0;12;54.00;2.37 %;;0;0.00;;12;54.00
ReCup ausgeben;0;45;45.00;1.97 %;;0;0.00;;45;45.00
Espresso single;0;22;44.00;1.93 %;;0;0.00;;22;44.00
Pain au chocolat;0;15;42.00;1.84 %;;0;0.00;;15;42.00
Filterkaffee;0;16;40.00;1.75 %;;0;0.00;;16;40.00
Granola COCOS;0;9;37.80;1.66 %;;0;0.00;;9;37.80
Cold Brew;0;12;36.00;1.58 %;;0;0.00;;12;36.00
Kaltgetränk;0;12;33.60;1.47 %;;0;0.00;;12;33.60
Don Pasquale 250g;0;3;31.50;1.38 %;;0;0.00;;3;31.50
Americano auf Eis;0;11;30.80;1.35 %;;0;0.00;;11;30.80
Espresso Tonic;0;7;29.40;1.29 %;;0;0.00;;7;29.40
Americano;0;11;27.50;1.21 %;;0;0.00;;11;27.50
Doppio;0;9;22.50;0.99 %;;0;0.00;;9;22.50
El Moreno 500g;0;1;22.00;0.97 %;;0;0.00;;1;22.00
Tea;0;6;21.00;0.92 %;;0;0.00;;6;21.00
Café Crème groß;0;7;21.00;0.92 %;;0;0.00;;7;21.00
Espresso Macchiato;0;8;20.00;0.88 %;;0;0.00;;8;20.00
Don Pasquale 500g;0;1;20.00;0.88 %;;0;0.00;;1;20.00
Prima Estate 500g;0;1;18.00;0.79 %;;0;0.00;;1;18.00
Divers. Röstkaffee;0;1;16.50;0.72 %;;0;0.00;;1;16.50
Americano groß;0;5;15.00;0.66 %;;0;0.00;;5;15.00
Panini DUKKAH BETA;0;2;11.60;0.51 %;;0;0.00;;2;11.60
Lua Clara 250g;0;1;11.50;0.50 %;;0;0.00;;1;11.50
Caffé Latte doppelt;0;3;11.40;0.50 %;;0;0.00;;3;11.40
Finca Isnul 250g;0;1;10.50;0.46 %;;0;0.00;;1;10.50
El Carmen Decaf 250g;0;1;10.50;0.46 %;;0;0.00;;1;10.50
Croissant CREMA LIMA;0;3;10.50;0.46 %;;0;0.00;;3;10.50
Papakuchi 250g;0;1;9.50;0.42 %;;0;0.00;;1;9.50
Kakao;0;2;7.00;0.31 %;;0;0.00;;2;7.00
Extra Shot;0;2;1.20;0.05 %;;0;0.00;;2;1.20
ReCup ausgeben *;0;1;1.00;0.04 %;;0;0.00;;1;1.00
Milchschaum Kids;0;2;0.00;0.00 %;;0;0.00;;2;0.00
ReCup zurücknehmen;0;28;-28.00;-1.23 %;;0;0.00;;28;-28.00
;;;;
