;von;bis;;
Datum:;05.09.2020;05.09.2020;;
Enthalt Z;108;108;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1847.10;99.07 %;
Auslagen;;;16.00;0.86 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;1.30;0.07 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;16.00;0.86 %;
5.0%;;;1542.90;82.81 %;
16.0%;;;304.20;16.33 %;
Total;;;1863.10;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;16.00;0.92 %;
5.0%;;;1469.52;84.08 %;
16.0%;;;262.34;15.01 %;
Total;;;1747.86;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;73.38;63.68 %;
16.0%;;;41.86;36.32 %;
Total;;;115.24;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;173;1264.10;67.85 %;0.00
Maestro;;27;347.60;18.66 %;0.00
MasterCard;;6;107.10;5.75 %;0.60
Mehrzweckgutschein;;1;10.00;0.54 %;0.00
Visa;;8;84.70;4.55 %;0.00
Visa Electron;;6;49.60;2.66 %;0.70
Total;;221;1863.10;100.00 %;1.30
;;;;
Umsatzdetails;;;;;
Karo;;;338.30;18.32 %;0.00
Lena;;;317.10;17.17 %;0.70
Mik;;;164.80;8.92 %;0.00
Sebastian;;;413.60;22.39 %;0.60
Slobo;;;613.30;33.20 %;0.00
Total;;;1847.10;100.00 %;1.30
;;;;
Stornos;;;;;
nicht verfügbar;;1;2.50;11.96 %;
vertippt;;5;18.40;88.04 %;
Total;;6;20.90;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;175;1499.10;80.46 %;
Tisch 1;;3;15.20;0.82 %;
Tisch 10;;3;30.60;1.64 %;
Tisch 11;;3;39.50;2.12 %;
Tisch 12;;1;12.20;0.65 %;
Tisch 13;;3;21.00;1.13 %;
Tisch 15;;6;43.10;2.31 %;
Tisch 18;;1;7.00;0.38 %;
Tisch 2;;8;64.60;3.47 %;
Tisch 20;;3;19.30;1.04 %;
Tisch 3;;5;37.60;2.02 %;
Tisch 30;;3;20.50;1.10 %;
Tisch 4;;3;16.00;0.86 %;
Tisch 5;;3;37.40;2.01 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;383;1077.40;57.83 %;;8;20.10;;375;1057.30
Sonstiges;;30;433.50;23.27 %;;0;0.00;;30;433.50
Speisen;;99;352.20;18.90 %;;2;7.60;;97;344.60
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;213;767.20;41.18 %;;3;12.60;;210;754.60
Röstkaffee;;29;423.50;22.73 %;;0;0.00;;29;423.50
Speisen;;99;352.20;18.90 %;;2;7.60;;97;344.60
Kaffee;;117;205.00;11.00 %;;0;0.00;;117;205.00
Sommer;;29;59.60;3.20 %;;4;4.00;;25;55.60
Non Kaffee;;24;45.60;2.45 %;;1;3.50;;23;42.10
Gutscheine;;1;10.00;0.54 %;;0;0.00;;1;10.00
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;84;268.80;14.43 %;;0;0.00;;84;268.80
Flat White auf Eis;0;40;168.00;9.02 %;;3;12.60;;37;155.40
Kuchen Maple Carrot;0;24;115.20;6.18 %;;1;4.80;;23;110.40
Flat White;0;29;110.20;5.91 %;;0;0.00;;29;110.20
Cappuccino groß;0;29;110.20;5.91 %;;0;0.00;;29;110.20
Divers. Röstkaffee;0;6;99.00;5.31 %;;0;0.00;;6;99.00
Caffé Latte;0;22;77.00;4.13 %;;0;0.00;;22;77.00
Banana Bread PINE NUT;0;18;68.40;3.67 %;;0;0.00;;18;68.40
Pain au chocolat;0;18;50.40;2.71 %;;1;2.80;;17;47.60
Croissant;0;23;46.00;2.47 %;;0;0.00;;23;46.00
El Moreno 500g;0;2;44.00;2.36 %;;0;0.00;;2;44.00
Finca Isnul 250g;0;4;42.00;2.25 %;;0;0.00;;4;42.00
Granola COCOS;0;10;42.00;2.25 %;;0;0.00;;10;42.00
Bumbogo 250g;0;3;40.50;2.17 %;;0;0.00;;3;40.50
Cold Brew;0;13;39.00;2.09 %;;2;6.00;;11;33.00
Prima Estate 1000g;0;1;34.00;1.82 %;;0;0.00;;1;34.00
Kaltgetränk;0;12;33.60;1.80 %;;0;0.00;;12;33.60
Don Pasquale 250g;0;3;31.50;1.69 %;;0;0.00;;3;31.50
ReCup ausgeben;0;30;30.00;1.61 %;;0;0.00;;30;30.00
Prima Estate 250g;0;3;28.50;1.53 %;;0;0.00;;3;28.50
Americano;0;11;27.50;1.48 %;;0;0.00;;11;27.50
