;von;bis;;
Datum:;02.12.2020;02.12.2020;;
Enthalt Z;181;181;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;641.15;100.47 %;
Auslagen;;;-3.00;-0.47 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.00;0.00 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;-3.00;-0.47 %;
5.0%;;;564.65;88.48 %;
16.0%;;;76.50;11.99 %;
Total;;;638.15;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;-3.00;-0.50 %;
5.0%;;;537.84;89.51 %;
16.0%;;;66.01;10.99 %;
Total;;;600.85;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;26.81;71.88 %;
16.0%;;;10.49;28.12 %;
Total;;;37.30;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;85;438.75;68.75 %;0.00
Maestro;;13;143.90;22.55 %;0.00
MasterCard;;2;12.70;1.99 %;0.00
Visa;;3;20.80;3.26 %;0.00
Visa Electron;;1;22.00;3.45 %;0.00
Total;;104;638.15;100.00 %;0.00
;;;;
Umsatzdetails;;;;;
Emanuel;;;185.60;28.95 %;0.00
Martin;;;455.55;71.05 %;0.00
Total;;;641.15;100.00 %;0.00
;;;;
Stornos;;;;;
Total;;0;0.00;100.00 %;
;;;;
Rabatte;;;;;
50%;;2;15.75;100.00 %;
Total;;2;15.75;100.00 %;
;;;;
Tische;;;;;
Theke;;104;638.15;100.00 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;173;365.70;57.31 %;;0;0.00;;173;365.70
Sonstiges;;21;235.25;36.86 %;;0;0.00;;21;235.25
Speisen;;13;37.20;5.83 %;;0;0.00;;13;37.20
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;84;292.20;45.79 %;;0;0.00;;84;292.20
Röstkaffee;;21;235.25;36.86 %;;0;0.00;;21;235.25
Kaffee;;89;73.50;11.52 %;;0;0.00;;89;73.50
Speisen;;13;37.20;5.83 %;;0;0.00;;13;37.20
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;37;118.40;18.55 %;;0;0.00;;37;118.40
Cappuccino groß;0;15;57.00;8.93 %;;0;0.00;;15;57.00
Flat White;0;15;57.00;8.93 %;;0;0.00;;15;57.00
MUYU 250g;0;6;52.25;8.19 %;;0;0.00;;6;52.25
EL MORENO 250g;0;5;51.75;8.11 %;;0;0.00;;5;51.75
Caffé Latte;0;13;45.50;7.13 %;;0;0.00;;13;45.50
LUA CLARA 250g;0;3;34.50;5.41 %;;0;0.00;;3;34.50
Americano;0;12;30.00;4.70 %;;0;0.00;;12;30.00
ReCup ausgeben;0;27;27.00;4.23 %;;0;0.00;;27;27.00
EL MORENO 500g;0;1;22.00;3.45 %;;0;0.00;;1;22.00
DON PASCUAL 250g;0;2;21.00;3.29 %;;0;0.00;;2;21.00
FINCA ISNUL 500g;0;1;20.00;3.13 %;;0;0.00;;1;20.00
Filterkaffee;0;8;20.00;3.13 %;;0;0.00;;8;20.00
MUYU 500g;0;1;18.00;2.82 %;;0;0.00;;1;18.00
Espresso single;0;8;16.00;2.51 %;;0;0.00;;8;16.00
Banana Bread PINE NUT;0;4;15.20;2.38 %;;0;0.00;;4;15.20
Pain au chocolat;0;5;14.00;2.19 %;;0;0.00;;5;14.00
FINCA ISNUL 250g;0;1;10.50;1.65 %;;0;0.00;;1;10.50
Kakao;0;3;10.50;1.65 %;;0;0.00;;3;10.50
Croissant;0;4;8.00;1.25 %;;0;0.00;;4;8.00
EL CARMEN Decaf 250g;0;1;5.25;0.82 %;;0;0.00;;1;5.25
Doppio;0;2;5.00;0.78 %;;0;0.00;;2;5.00
Caffé Latte doppelt;0;1;3.80;0.60 %;;0;0.00;;1;3.80
Americano groß;0;1;3.00;0.47 %;;0;0.00;;1;3.00
Café Crème;0;1;2.50;0.39 %;;0;0.00;;1;2.50
ReCup zurücknehmen;0;30;-30.00;-4.70 %;;0;0.00;;30;-30.00
;;;;
