;von;bis;;
Datum:;09.12.2021;09.12.2021;;
Enthalt Z;544;544;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1193.60;97.10 %;
Auslagen;;;35.00;2.85 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.70;0.06 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;35.00;2.85 %;
5.0%;;;25.00;2.03 %;
19.0%;;;425.20;34.61 %;
7.0%;;;743.40;60.51 %;
Total;;;1228.60;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;35.00;3.15 %;
5.0%;;;23.80;2.14 %;
19.0%;;;357.32;32.16 %;
7.0%;;;694.87;62.55 %;
Total;;;1110.99;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;1.20;1.02 %;
19.0%;;;67.88;57.72 %;
7.0%;;;48.53;41.26 %;
Total;;;117.61;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;101;606.70;49.38 %;0.00
Maestro;;53;417.90;34.01 %;0.70
MasterCard;;2;37.80;3.08 %;0.00
Mehrzweckgutschein;;2;5.40;0.44 %;0.00
Visa;;10;113.80;9.26 %;0.00
Visa Electron;;10;47.00;3.83 %;0.00
Total;;178;1228.60;100.00 %;0.70
;;;;
Umsatzdetails;;;;;
Anja;;;41.30;3.46 %;0.00
Anna;;;268.00;22.45 %;0.70
Laura;;;411.70;34.49 %;0.00
Mik;;;472.60;39.59 %;0.00
Total;;;1193.60;100.00 %;0.70
;;;;
Stornos;;;;;
vertippt;;1;4.00;100.00 %;
Total;;1;4.00;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;176;1228.60;100.00 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;261;631.80;51.42 %;;50;175.00;;211;456.80
Sonstiges;;35;468.00;38.09 %;;3;44.00;;32;424.00
Speisen;;45;128.80;10.48 %;;6;17.60;;39;111.20
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Röstkaffee;;28;376.00;30.60 %;;1;13.50;;27;362.50
Milchmischgetränke;;143;321.40;26.16 %;;24;86.80;;119;234.60
Hafer;;62;173.20;14.10 %;;15;54.80;;47;118.40
Speisen;;45;128.80;10.48 %;;6;17.60;;39;111.20
Kaffee;;45;103.60;8.43 %;;7;20.40;;38;83.20
Equipment_;;5;62.00;5.05 %;;2;30.50;;3;31.50
Gutscheine;;2;30.00;2.44 %;;0;0.00;;2;30.00
Non Kaffee;;7;20.60;1.68 %;;4;13.00;;3;7.60
Decaf;;4;13.00;1.06 %;;0;0.00;;4;13.00
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;50;170.00;13.84 %;;14;47.60;;36;122.40
Hafer Cappuccino;0;23;78.20;6.36 %;;7;23.80;;16;54.40
Shakisso 250g;0;5;77.50;6.31 %;;0;0.00;;5;77.50
MUYU BOTTLE 365;0;4;54.00;4.40 %;;1;13.50;;3;40.50
Flat White;0;13;49.40;4.02 %;;4;15.20;;9;34.20
Sanai Red 250g;0;2;43.00;3.50 %;;0;0.00;;2;43.00
Caffé Latte;0;11;39.60;3.22 %;;1;3.60;;10;36.00
MUYU 250g;0;4;38.00;3.09 %;;0;0.00;;4;38.00
Lucia Dias 250g;0;4;38.00;3.09 %;;0;0.00;;4;38.00
Villa Maria 250g;0;3;37.50;3.05 %;;0;0.00;;3;37.50
Banana Bread PINE NUT;0;9;34.20;2.78 %;;2;7.60;;7;26.60
Cappuccino groß;0;8;33.60;2.73 %;;2;8.40;;6;25.20
