;von;bis;;
Datum:;27.10.2020;27.10.2020;;
Enthalt Z;149;149;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1225.90;99.35 %;
Auslagen;;;8.00;0.65 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.00;0.00 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;8.00;0.65 %;
5.0%;;;869.50;70.47 %;
16.0%;;;356.40;28.88 %;
Total;;;1233.90;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;8.00;0.70 %;
5.0%;;;828.20;72.42 %;
16.0%;;;307.41;26.88 %;
Total;;;1143.61;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;41.30;45.74 %;
16.0%;;;48.99;54.26 %;
Total;;;90.29;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;158;895.70;72.59 %;0.00
Maestro;;22;181.90;14.74 %;0.00
MasterCard;;1;3.20;0.26 %;0.00
Visa;;2;15.60;1.26 %;0.00
Visa Electron;;4;137.50;11.14 %;0.00
Total;;187;1233.90;100.00 %;0.00
;;;;
Umsatzdetails;;;;;
Emanuel;;;235.60;19.22 %;0.00
Mik;;;15.70;1.28 %;0.00
Raquel;;;463.80;37.83 %;0.00
Sebastian;;;160.40;13.08 %;0.00
Slobo;;;350.40;28.58 %;0.00
Total;;;1225.90;100.00 %;0.00
;;;;
Stornos;;;;;
Kommunikationsfehler;;3;8.90;23.36 %;
vertippt;;9;29.20;76.64 %;
Total;;12;38.10;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;117;755.80;61.25 %;
Tisch 1;;4;75.40;6.11 %;
Tisch 10;;5;31.50;2.55 %;
Tisch 11;;4;31.70;2.57 %;
Tisch 12;;2;19.20;1.56 %;
Tisch 13;;2;9.20;0.75 %;
Tisch 14;;3;24.80;2.01 %;
Tisch 15;;3;21.30;1.73 %;
Tisch 2;;7;37.80;3.06 %;
Tisch 20;;4;24.20;1.96 %;
Tisch 3;;12;71.80;5.82 %;
Tisch 4;;7;33.50;2.71 %;
Tisch 5;;10;68.40;5.54 %;
Tisch 6;;1;3.20;0.26 %;
Tisch 7;;4;26.10;2.12 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;282;769.90;62.40 %;;67;200.70;;215;569.20
Sonstiges;;16;312.00;25.29 %;;0;0.00;;16;312.00
Speisen;;45;152.00;12.32 %;;15;45.80;;30;106.20
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;167;572.00;46.36 %;;43;149.10;;124;422.90
Equipment;;5;166.50;13.49 %;;0;0.00;;5;166.50
Speisen;;45;152.00;12.32 %;;15;45.80;;30;106.20
Röstkaffee;;11;145.50;11.79 %;;0;0.00;;11;145.50
Kaffee;;88;142.00;11.51 %;;19;35.50;;69;106.50
Non Kaffee;;27;55.90;4.53 %;;5;16.10;;22;39.80
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;87;278.40;22.56 %;;21;67.20;;66;211.20
Flat White;0;26;98.80;8.01 %;;11;41.80;;15;57.00
Caffé Latte;0;21;73.50;5.96 %;;4;14.00;;17;59.50
AeroPress coffee maker;0;2;73.00;5.92 %;;0;0.00;;2;73.00
Kakao;0;15;52.50;4.25 %;;3;10.50;;12;42.00
Kuchen Maple Carrot;0;10;48.00;3.89 %;;1;4.80;;9;43.20
Hario tea dripper largo;0;1;48.00;3.89 %;;0;0.00;;1;48.00
Banana Bread PINE NUT;0;12;45.60;3.70 %;;5;19.00;;7;26.60
Tea;0;13;45.50;3.69 %;;3;10.50;;10;35.00
Cappuccino groß;0;11;41.80;3.39 %;;0;0.00;;11;41.80
